,x1,x2,x3,x4,x5,x6,x7,x8,y,prob
44,7.0,11.0,7.0,0.0,0.0,1.0,1.0,4.0,0,0.5056435446507345
45,5.0,13.0,17.0,6.0,0.0,0.0,3.0,6.0,0,0.508855561205292
46,8.0,2.0,4.0,11.0,0.0,1.0,5.0,7.0,0,0.4923942425506121
47,10.0,14.0,18.0,3.0,0.0,0.0,5.0,6.0,0,0.49772848780770507
48,3.0,14.0,19.0,16.0,0.0,0.0,1.0,6.0,0,0.5172984789911391
49,2.0,13.0,14.0,8.0,0.0,1.0,1.0,9.0,0,0.5197029935010335
50,18.0,5.0,11.0,5.0,0.0,1.0,4.0,3.0,0,0.4810090667608344
51,1.0,14.0,5.0,17.0,0.0,0.0,5.0,6.0,0,0.5044630124539065
52,7.0,0.0,7.0,6.0,0.0,1.0,1.0,9.0,0,0.5103087036879905
53,6.0,3.0,5.0,15.0,0.0,1.0,2.0,9.0,0,0.5079559745816902
54,17.0,6.0,15.0,2.0,0.0,0.0,0.0,8.0,0,0.5083196968305292
55,5.0,13.0,1.0,9.0,0.0,0.0,3.0,3.0,0,0.5020822394050546
56,13.0,2.0,14.0,4.0,1.0,0.0,5.0,1.0,0,0.4853164825322568
57,12.0,2.0,17.0,12.0,0.0,1.0,3.0,0.0,0,0.4844504883935105
58,0.0,8.0,17.0,14.0,1.0,0.0,4.0,0.0,0,0.501335815768486
59,3.0,18.0,9.0,7.0,0.0,1.0,3.0,2.0,0,0.5012860879536469
60,9.0,19.0,5.0,6.0,0.0,0.0,4.0,0.0,0,0.49204541855010997
61,15.0,10.0,18.0,18.0,0.0,0.0,5.0,9.0,0,0.49540072485141273
62,3.0,6.0,6.0,9.0,1.0,1.0,0.0,8.0,0,0.5205285741041031
63,1.0,0.0,15.0,8.0,0.0,1.0,5.0,8.0,0,0.5017589848044878
64,7.0,11.0,9.0,19.0,0.0,1.0,0.0,7.0,0,0.5127702011313625
65,19.0,3.0,12.0,2.0,0.0,1.0,2.0,7.0,0,0.4932029689042753
66,0.0,19.0,8.0,11.0,1.0,1.0,4.0,5.0,0,0.5089421436894853
67,3.0,7.0,14.0,0.0,1.0,0.0,3.0,2.0,0,0.5055778104600246
68,9.0,3.0,14.0,13.0,0.0,0.0,3.0,9.0,0,0.5060807693182567
69,8.0,3.0,13.0,4.0,0.0,1.0,2.0,9.0,0,0.5075484246847842
70,18.0,6.0,10.0,7.0,1.0,1.0,1.0,7.0,0,0.5009606250685209
71,0.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0,0.5093210414648609
72,0.0,18.0,4.0,0.0,1.0,1.0,1.0,7.0,0,0.5225903155594489
73,13.0,11.0,1.0,13.0,0.0,1.0,3.0,6.0,0,0.49468766579822704
74,15.0,0.0,6.0,11.0,0.0,0.0,3.0,5.0,0,0.49183453251370035
75,3.0,8.0,7.0,1.0,0.0,1.0,1.0,3.0,0,0.5069957701210321
76,14.0,14.0,8.0,15.0,0.0,1.0,2.0,7.0,0,0.500129177348816
77,13.0,6.0,6.0,9.0,0.0,1.0,0.0,8.0,0,0.5074410651386483
78,3.0,6.0,13.0,19.0,1.0,1.0,2.0,6.0,0,0.5103010644147086
79,5.0,11.0,10.0,14.0,1.0,1.0,3.0,7.0,0,0.5082204720199476
80,14.0,9.0,1.0,1.0,0.0,0.0,1.0,5.0,0,0.5025839856025659
81,5.0,8.0,18.0,13.0,0.0,1.0,0.0,5.0,0,0.5118110668472757
82,1.0,16.0,13.0,15.0,1.0,0.0,1.0,4.0,0,0.5191157630430027
83,14.0,11.0,7.0,8.0,0.0,0.0,1.0,2.0,0,0.4981372474564663
84,2.0,1.0,10.0,17.0,0.0,1.0,2.0,0.0,0,0.49651051212236674
85,4.0,5.0,19.0,11.0,0.0,1.0,2.0,9.0,0,0.5121703063603565
86,12.0,8.0,7.0,1.0,0.0,1.0,0.0,7.0,0,0.5080740422303796
87,19.0,3.0,4.0,0.0,1.0,1.0,4.0,5.0,0,0.4855764561324096
88,8.0,19.0,13.0,8.0,0.0,0.0,5.0,1.0,0,0.49195231132708234
89,6.0,11.0,9.0,14.0,0.0,1.0,0.0,1.0,0,0.5040532590146317
90,3.0,10.0,7.0,16.0,0.0,0.0,0.0,3.0,0,0.5133034728233897
91,11.0,0.0,2.0,6.0,0.0,1.0,3.0,6.0,0,0.4940397936400056
92,2.0,7.0,12.0,1.0,1.0,1.0,4.0,7.0,0,0.5078640848599076
93,13.0,6.0,16.0,17.0,1.0,1.0,1.0,9.0,0,0.5091251698500928
94,8.0,8.0,11.0,15.0,1.0,0.0,5.0,7.0,0,0.501103416414433
95,10.0,18.0,10.0,18.0,1.0,1.0,1.0,8.0,0,0.5134063298414131
96,13.0,17.0,5.0,0.0,0.0,1.0,2.0,0.0,0,0.4911243881550577
97,18.0,15.0,8.0,9.0,0.0,0.0,0.0,1.0,0,0.49701834474488454
98,5.0,15.0,9.0,10.0,1.0,1.0,4.0,0.0,0,0.49447148691541826
99,0.0,0.0,11.0,16.0,0.0,1.0,1.0,9.0,0,0.5169198314107921
100,1.0,13.0,8.0,16.0,0.0,1.0,3.0,6.0,0,0.5077431837080227
101,2.0,0.0,19.0,15.0,1.0,1.0,5.0,2.0,0,0.49353173672575273
102,17.0,6.0,7.0,8.0,1.0,1.0,4.0,1.0,0,0.4813990240730714
103,19.0,7.0,10.0,11.0,0.0,0.0,4.0,6.0,0,0.4886057471053764
104,17.0,1.0,19.0,1.0,0.0,1.0,3.0,5.0,0,0.48860077045792955
105,14.0,19.0,17.0,12.0,0.0,0.0,4.0,9.0,0,0.5028417640091698
106,10.0,19.0,8.0,2.0,0.0,0.0,1.0,8.0,0,0.5152150288925095
107,8.0,8.0,2.0,9.0,0.0,1.0,2.0,8.0,0,0.5059502604670725
108,17.0,12.0,18.0,2.0,0.0,1.0,3.0,2.0,0,0.4866681695776002
109,6.0,13.0,11.0,17.0,0.0,1.0,2.0,1.0,0,0.4978673804281092
110,18.0,18.0,15.0,6.0,1.0,1.0,2.0,6.0,0,0.5000413524451172
111,2.0,14.0,4.0,13.0,1.0,1.0,3.0,1.0,0,0.5015385178158692
112,16.0,15.0,8.0,5.0,1.0,0.0,3.0,1.0,0,0.49229646015068984
113,10.0,13.0,1.0,16.0,0.0,0.0,5.0,3.0,0,0.4897840680100145
114,14.0,7.0,13.0,6.0,0.0,1.0,5.0,4.0,0,0.48404299867542855
115,1.0,17.0,0.0,10.0,0.0,1.0,2.0,7.0,0,0.5137173160635571
116,0.0,17.0,4.0,4.0,0.0,1.0,0.0,0.0,0,0.5104994743742045
117,1.0,3.0,19.0,4.0,0.0,1.0,1.0,2.0,0,0.506699541055636
118,2.0,13.0,8.0,12.0,0.0,0.0,5.0,0.0,0,0.4937156558948599
119,5.0,6.0,10.0,17.0,0.0,0.0,1.0,3.0,0,0.5069336499930807
120,1.0,16.0,3.0,3.0,1.0,0.0,2.0,7.0,0,0.5208091330232221
121,5.0,6.0,17.0,17.0,1.0,1.0,3.0,2.0,0,0.4987122552487301
122,19.0,1.0,2.0,1.0,0.0,1.0,1.0,7.0,0,0.4951225960647357
123,16.0,11.0,0.0,19.0,0.0,0.0,5.0,5.0,0,0.4862106548933472
124,16.0,12.0,7.0,9.0,1.0,0.0,4.0,0.0,0,0.48594315147598693
125,7.0,1.0,8.0,3.0,1.0,1.0,2.0,8.0,0,0.5089448781771047
126,2.0,1.0,15.0,3.0,0.0,1.0,0.0,9.0,0,0.5199605402365939
127,0.0,1.0,2.0,11.0,0.0,0.0,3.0,7.0,0,0.5101844385046337
128,5.0,9.0,17.0,12.0,0.0,1.0,5.0,6.0,0,0.4969422938693708
129,15.0,18.0,6.0,14.0,0.0,0.0,4.0,5.0,0,0.4936212049945294
130,9.0,19.0,9.0,7.0,1.0,0.0,3.0,7.0,0,0.5105661663133308
131,12.0,14.0,18.0,16.0,0.0,0.0,3.0,0.0,0,0.4913325982489582
132,7.0,2.0,6.0,15.0,1.0,0.0,4.0,3.0,0,0.4964731855936473
133,4.0,2.0,9.0,11.0,1.0,1.0,2.0,2.0,0,0.5016120808598267
134,10.0,7.0,5.0,16.0,0.0,1.0,4.0,9.0,0,0.49832580607344507
135,5.0,2.0,9.0,5.0,0.0,1.0,4.0,5.0,0,0.49633292657250766
136,19.0,16.0,11.0,15.0,0.0,0.0,3.0,1.0,0,0.48602376224965466
137,11.0,13.0,15.0,3.0,1.0,1.0,2.0,5.0,0,0.5041172281662794
138,4.0,8.0,8.0,7.0,0.0,0.0,0.0,1.0,0,0.5091265935306787
139,18.0,15.0,3.0,6.0,1.0,1.0,0.0,0.0,0,0.4946539604775215
140,7.0,15.0,9.0,4.0,0.0,1.0,0.0,6.0,0,0.513451004524945
141,5.0,19.0,14.0,1.0,0.0,1.0,2.0,6.0,0,0.5106183998803874
142,12.0,9.0,7.0,0.0,1.0,1.0,3.0,0.0,0,0.4896139703687499
143,9.0,12.0,15.0,6.0,0.0,0.0,1.0,9.0,0,0.516144798328455
144,0.0,7.0,6.0,15.0,0.0,1.0,2.0,1.0,0,0.5017842150441411
145,9.0,0.0,0.0,17.0,0.0,1.0,2.0,8.0,0,0.5017428114622413
146,7.0,9.0,7.0,8.0,0.0,1.0,5.0,2.0,0,0.4875801743579533
147,0.0,17.0,17.0,11.0,0.0,1.0,1.0,8.0,0,0.5212639026461388
148,12.0,13.0,18.0,10.0,0.0,1.0,5.0,9.0,0,0.49642038109341763
149,1.0,0.0,4.0,12.0,1.0,1.0,0.0,9.0,0,0.5220027060908967
150,5.0,0.0,2.0,7.0,1.0,1.0,1.0,6.0,0,0.5097812071776128
151,10.0,7.0,0.0,7.0,0.0,0.0,5.0,4.0,0,0.49028173544286263
152,17.0,0.0,3.0,11.0,0.0,1.0,4.0,8.0,0,0.48772666852952584
153,9.0,6.0,16.0,9.0,0.0,1.0,1.0,4.0,0,0.5022730005983408
154,2.0,9.0,6.0,3.0,0.0,1.0,2.0,8.0,0,0.5131066663131206
155,3.0,8.0,1.0,1.0,0.0,1.0,5.0,1.0,0,0.4895974219634428
156,0.0,10.0,6.0,13.0,0.0,1.0,4.0,1.0,0,0.49610194367826477
157,9.0,18.0,3.0,5.0,0.0,0.0,0.0,9.0,0,0.5202688509519315
158,9.0,13.0,15.0,14.0,1.0,1.0,2.0,5.0,0,0.5052667583493589
159,8.0,0.0,0.0,4.0,0.0,1.0,1.0,7.0,0,0.5054421354442962
160,18.0,9.0,6.0,18.0,0.0,0.0,4.0,7.0,0,0.4909759279025434
161,8.0,5.0,4.0,2.0,0.0,1.0,2.0,7.0,0,0.5040978974211818
162,9.0,0.0,0.0,13.0,0.0,1.0,5.0,0.0,0,0.4784794320254966
163,10.0,17.0,2.0,8.0,1.0,0.0,3.0,9.0,0,0.5116071275100842
164,0.0,16.0,9.0,10.0,0.0,0.0,3.0,7.0,0,0.5153990750995834
165,6.0,15.0,12.0,4.0,0.0,1.0,2.0,4.0,0,0.5046284879380409
166,13.0,9.0,10.0,18.0,0.0,1.0,2.0,6.0,0,0.49790191283314006
167,9.0,14.0,11.0,16.0,1.0,1.0,2.0,2.0,0,0.49998303262319654
168,11.0,6.0,14.0,8.0,0.0,1.0,4.0,6.0,0,0.49342512865075683
169,16.0,13.0,12.0,13.0,0.0,1.0,0.0,8.0,0,0.5067711350178674
170,7.0,0.0,10.0,4.0,1.0,0.0,4.0,2.0,0,0.49541737285013715
171,14.0,15.0,12.0,0.0,0.0,1.0,5.0,7.0,0,0.49186480664533766
172,13.0,2.0,17.0,10.0,0.0,1.0,2.0,5.0,0,0.49539358512864373
173,4.0,7.0,8.0,0.0,1.0,1.0,0.0,6.0,0,0.5173450835347196
174,14.0,11.0,9.0,5.0,1.0,0.0,0.0,3.0,0,0.5066732507466172
175,4.0,6.0,8.0,9.0,0.0,1.0,2.0,0.0,0,0.49643852633432084
176,15.0,12.0,1.0,12.0,1.0,1.0,5.0,0.0,0,0.4792837334978757
177,15.0,5.0,18.0,9.0,1.0,1.0,2.0,3.0,0,0.4941480029064574
178,5.0,10.0,4.0,7.0,0.0,1.0,0.0,2.0,0,0.5065244462574066
179,6.0,6.0,17.0,14.0,0.0,0.0,3.0,3.0,0,0.5000772214704837
180,7.0,5.0,10.0,19.0,0.0,0.0,4.0,9.0,0,0.5044798865565716
181,8.0,4.0,7.0,14.0,0.0,1.0,1.0,6.0,0,0.5048240894588684
182,3.0,4.0,0.0,6.0,1.0,0.0,2.0,8.0,0,0.5163889271008545
183,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0,0.5048057393261117
184,9.0,3.0,12.0,18.0,0.0,1.0,1.0,3.0,0,0.498616863322309
185,9.0,2.0,9.0,3.0,1.0,1.0,4.0,3.0,0,0.4921677711115399
186,10.0,7.0,8.0,14.0,0.0,1.0,0.0,2.0,0,0.5004344505788902
187,13.0,8.0,16.0,6.0,0.0,1.0,2.0,9.0,0,0.5041506693562411
188,15.0,8.0,1.0,2.0,0.0,1.0,4.0,0.0,0,0.47917062955456535
189,17.0,12.0,16.0,7.0,0.0,1.0,4.0,7.0,0,0.49114988708374074
190,0.0,7.0,8.0,2.0,0.0,0.0,5.0,6.0,0,0.5048181474995082
191,12.0,4.0,8.0,0.0,0.0,0.0,1.0,5.0,0,0.5038211664746186
192,11.0,12.0,17.0,4.0,1.0,0.0,0.0,3.0,0,0.510801825946829
193,2.0,19.0,17.0,19.0,0.0,1.0,5.0,8.0,0,0.5057718239351366
194,14.0,3.0,9.0,2.0,1.0,0.0,1.0,1.0,0,0.49777316818020056
195,1.0,10.0,12.0,2.0,1.0,0.0,0.0,7.0,0,0.5266486246390727
196,12.0,5.0,13.0,1.0,0.0,1.0,2.0,5.0,0,0.49762567940976526
197,2.0,18.0,5.0,4.0,1.0,0.0,0.0,9.0,0,0.5305931112865425
198,0.0,1.0,3.0,6.0,0.0,0.0,2.0,9.0,0,0.5174004607518817
199,15.0,16.0,9.0,18.0,1.0,0.0,5.0,8.0,0,0.49774015252180814
200,13.0,3.0,2.0,7.0,0.0,0.0,1.0,4.0,0,0.4997307549316837
201,10.0,9.0,6.0,7.0,0.0,1.0,3.0,4.0,0,0.49465986921333455
202,19.0,2.0,2.0,16.0,0.0,0.0,1.0,4.0,0,0.4927093011948099
203,5.0,14.0,16.0,2.0,0.0,1.0,3.0,8.0,0,0.5092322657009176
204,1.0,3.0,5.0,4.0,0.0,0.0,0.0,4.0,0,0.5156480829990336
205,1.0,11.0,5.0,17.0,0.0,1.0,3.0,7.0,0,0.5084734914128651
206,3.0,18.0,19.0,15.0,1.0,0.0,5.0,3.0,0,0.5031149570691836
207,14.0,9.0,14.0,10.0,0.0,1.0,5.0,2.0,0,0.4810554536235992
208,19.0,15.0,7.0,1.0,1.0,1.0,5.0,3.0,0,0.48263330490277156
209,9.0,15.0,18.0,5.0,0.0,0.0,0.0,2.0,0,0.5089736921864523
210,3.0,0.0,17.0,0.0,0.0,1.0,4.0,4.0,0,0.4971873556720644
211,13.0,5.0,7.0,17.0,0.0,1.0,2.0,3.0,0,0.4914484234048327
212,6.0,19.0,2.0,9.0,1.0,1.0,3.0,1.0,0,0.4991477307263394
213,17.0,8.0,1.0,0.0,0.0,1.0,3.0,5.0,0,0.48910476252080776
214,6.0,18.0,16.0,5.0,1.0,0.0,3.0,3.0,0,0.5073415679942062
215,14.0,17.0,14.0,9.0,0.0,1.0,5.0,0.0,0,0.480158950154586
216,1.0,13.0,1.0,10.0,1.0,1.0,1.0,5.0,0,0.5156714383674844
217,1.0,8.0,15.0,10.0,1.0,1.0,1.0,2.0,0,0.5104201298053167
218,8.0,13.0,7.0,5.0,0.0,0.0,0.0,5.0,0,0.5134123660312283
219,12.0,11.0,17.0,9.0,0.0,0.0,5.0,4.0,0,0.4908928991365927
220,16.0,8.0,1.0,3.0,0.0,1.0,3.0,5.0,0,0.4898741001327756
221,18.0,8.0,5.0,6.0,0.0,1.0,5.0,7.0,0,0.4846422058722532
222,2.0,6.0,15.0,14.0,0.0,1.0,3.0,6.0,0,0.5054494383905588
223,10.0,16.0,19.0,8.0,0.0,0.0,3.0,7.0,0,0.506451836390909
224,4.0,4.0,4.0,18.0,0.0,0.0,3.0,6.0,0,0.5050242180435366
225,14.0,7.0,4.0,14.0,0.0,0.0,0.0,0.0,0,0.49619108150881697
226,2.0,7.0,5.0,3.0,0.0,1.0,1.0,4.0,0,0.5090434502610698
227,11.0,14.0,14.0,12.0,0.0,1.0,2.0,7.0,0,0.503929955239273
228,15.0,6.0,13.0,6.0,1.0,0.0,5.0,3.0,0,0.48762765745522374
229,7.0,18.0,18.0,9.0,0.0,1.0,3.0,4.0,0,0.5013218372191282
230,7.0,18.0,2.0,16.0,1.0,1.0,4.0,8.0,0,0.5057290884625412
231,8.0,12.0,1.0,15.0,0.0,1.0,1.0,2.0,0,0.4998430515362839
232,10.0,9.0,13.0,9.0,0.0,0.0,5.0,9.0,0,0.5003565242283385
233,11.0,1.0,15.0,8.0,0.0,1.0,5.0,5.0,0,0.48696978236532396
234,5.0,6.0,15.0,14.0,0.0,0.0,4.0,0.0,0,0.4924711575862149
235,1.0,6.0,10.0,5.0,0.0,1.0,4.0,5.0,0,0.5016372299408791
236,10.0,10.0,17.0,5.0,0.0,0.0,4.0,9.0,0,0.5047067664707733
237,17.0,5.0,12.0,15.0,0.0,0.0,4.0,9.0,0,0.49494233230233714
238,8.0,17.0,13.0,5.0,0.0,1.0,3.0,9.0,0,0.5082936011369292
239,11.0,7.0,12.0,2.0,1.0,0.0,5.0,8.0,0,0.5005849946576951
240,19.0,12.0,0.0,4.0,1.0,1.0,2.0,2.0,0,0.48926588045448216
241,5.0,7.0,0.0,3.0,0.0,1.0,5.0,7.0,0,0.4971537620666986
242,9.0,2.0,3.0,15.0,0.0,1.0,1.0,9.0,0,0.5078287947700055
243,8.0,8.0,1.0,15.0,0.0,1.0,4.0,5.0,0,0.49359761002117525
244,10.0,8.0,11.0,6.0,0.0,1.0,0.0,3.0,0,0.5033210763997148
245,19.0,13.0,1.0,1.0,0.0,1.0,3.0,6.0,0,0.49020177372089563
246,11.0,14.0,5.0,9.0,0.0,1.0,5.0,3.0,0,0.48648587254462333
247,7.0,10.0,15.0,17.0,0.0,1.0,2.0,3.0,0,0.49970761935966557
248,5.0,13.0,10.0,4.0,0.0,1.0,3.0,8.0,0,0.5082208021304466
249,13.0,15.0,17.0,7.0,0.0,1.0,1.0,2.0,0,0.4978312141378015
250,1.0,19.0,16.0,13.0,0.0,1.0,2.0,4.0,0,0.51051169933792
251,2.0,11.0,5.0,11.0,1.0,0.0,1.0,1.0,0,0.5111361192749404
252,8.0,5.0,5.0,6.0,0.0,1.0,5.0,9.0,0,0.49714529810734226
253,11.0,18.0,2.0,4.0,0.0,1.0,2.0,0.0,0,0.4928403409803139
254,16.0,7.0,7.0,12.0,0.0,1.0,4.0,0.0,0,0.4776476095868709
255,15.0,0.0,16.0,15.0,1.0,0.0,4.0,3.0,0,0.48877560667806175
256,10.0,19.0,7.0,12.0,1.0,1.0,2.0,9.0,0,0.5122131954824561
257,10.0,14.0,0.0,3.0,0.0,1.0,2.0,2.0,0,0.4959092812076692
258,7.0,15.0,16.0,4.0,0.0,0.0,1.0,2.0,0,0.5075053496175069
259,19.0,8.0,6.0,5.0,0.0,1.0,0.0,2.0,0,0.49221887084763494
260,15.0,1.0,9.0,0.0,0.0,1.0,2.0,3.0,0,0.48975497793692574
261,16.0,3.0,7.0,4.0,0.0,1.0,0.0,4.0,0,0.49727348176058567
262,9.0,0.0,2.0,1.0,0.0,1.0,4.0,5.0,0,0.4913834191832253
263,17.0,8.0,2.0,10.0,1.0,0.0,5.0,6.0,0,0.48994267934344066
264,9.0,6.0,14.0,13.0,0.0,0.0,0.0,9.0,0,0.5170772545566976
265,4.0,3.0,1.0,1.0,0.0,1.0,0.0,8.0,0,0.5157296662504051
266,0.0,5.0,2.0,19.0,1.0,0.0,5.0,5.0,0,0.503715796668495
267,4.0,8.0,12.0,4.0,0.0,0.0,2.0,2.0,0,0.5046813435299028
268,3.0,6.0,14.0,1.0,0.0,1.0,0.0,3.0,0,0.5104133831199138
269,15.0,13.0,6.0,14.0,0.0,1.0,2.0,0.0,0,0.4869233570608565
270,0.0,13.0,13.0,5.0,0.0,0.0,0.0,6.0,0,0.5236679463958154
271,0.0,0.0,17.0,1.0,0.0,1.0,2.0,6.0,0,0.5102258785238678
272,6.0,16.0,0.0,13.0,0.0,1.0,4.0,3.0,0,0.49469182623834046
273,1.0,13.0,4.0,8.0,0.0,0.0,5.0,2.0,0,0.4980305900671491
274,18.0,9.0,8.0,10.0,0.0,1.0,4.0,9.0,0,0.49164318246221056
275,7.0,4.0,7.0,10.0,0.0,1.0,0.0,8.0,0,0.512875854333851
276,3.0,10.0,2.0,12.0,0.0,1.0,1.0,1.0,0,0.50290289507031
277,8.0,15.0,12.0,8.0,0.0,1.0,2.0,4.0,0,0.5023098003178099
278,4.0,16.0,7.0,10.0,0.0,0.0,1.0,1.0,0,0.5078273265194201
279,17.0,6.0,15.0,14.0,1.0,1.0,5.0,5.0,0,0.4850429109302034
280,2.0,6.0,18.0,5.0,1.0,1.0,1.0,2.0,0,0.5094861668337745
281,10.0,10.0,17.0,8.0,0.0,0.0,1.0,8.0,0,0.5128893837674569
282,11.0,13.0,17.0,10.0,0.0,1.0,5.0,4.0,0,0.48890551615811234
283,4.0,11.0,2.0,17.0,1.0,0.0,0.0,8.0,0,0.5235341822259685
284,2.0,14.0,6.0,7.0,1.0,1.0,0.0,8.0,0,0.524076045297238
285,8.0,5.0,2.0,2.0,0.0,1.0,4.0,5.0,0,0.49380542327152327
286,0.0,19.0,10.0,0.0,0.0,0.0,3.0,3.0,0,0.5104309010058494
287,11.0,12.0,19.0,9.0,0.0,1.0,2.0,0.0,0,0.4922311016351016
288,19.0,3.0,12.0,0.0,0.0,1.0,4.0,3.0,0,0.4798909497489972
289,1.0,7.0,4.0,16.0,0.0,0.0,2.0,6.0,0,0.5124546356165579
290,0.0,7.0,11.0,5.0,0.0,1.0,4.0,4.0,0,0.5013474094201295
291,0.0,11.0,14.0,13.0,1.0,0.0,1.0,5.0,0,0.5205541495833285
292,10.0,4.0,18.0,12.0,0.0,0.0,5.0,7.0,0,0.4957186060781725
293,6.0,19.0,4.0,14.0,0.0,0.0,4.0,1.0,0,0.496024539363909
294,9.0,6.0,4.0,4.0,0.0,1.0,1.0,2.0,0,0.49817881640743733
295,1.0,15.0,12.0,11.0,1.0,1.0,3.0,7.0,0,0.513848627187068
296,12.0,15.0,0.0,15.0,1.0,1.0,4.0,7.0,0,0.4980205758833632
297,9.0,8.0,2.0,7.0,1.0,1.0,2.0,8.0,0,0.5081655771428107
298,16.0,3.0,12.0,9.0,0.0,1.0,1.0,2.0,0,0.4906094039858095
299,10.0,12.0,14.0,15.0,1.0,1.0,5.0,1.0,0,0.48694976012238683
300,14.0,19.0,2.0,5.0,0.0,0.0,0.0,7.0,0,0.5120957341390554
301,2.0,12.0,17.0,18.0,0.0,1.0,1.0,9.0,0,0.5189035887201197
302,17.0,9.0,11.0,17.0,0.0,1.0,4.0,6.0,0,0.487324829676887
303,9.0,5.0,17.0,12.0,0.0,1.0,0.0,9.0,0,0.5136247664447517
304,17.0,12.0,15.0,13.0,0.0,1.0,5.0,3.0,0,0.48048833239276556
305,11.0,3.0,18.0,15.0,0.0,1.0,2.0,5.0,0,0.49740292124264046
306,17.0,13.0,17.0,4.0,0.0,1.0,5.0,1.0,0,0.47830748254802147
307,19.0,12.0,8.0,15.0,0.0,1.0,0.0,2.0,0,0.49282236234063437
308,6.0,19.0,1.0,11.0,0.0,1.0,1.0,0.0,0,0.5008866602950095
309,1.0,4.0,13.0,4.0,0.0,1.0,2.0,3.0,0,0.5047599670651813
